"","problem","num_tests","treatment_a","treatment_b","p_value","p_value_adj","a_solutions","b_solutions","significant_at_0_05"
"1","smallest","100","full","downsampled",0.210394268700505,1,"137","29",FALSE
"2","smallest","100","full","cohort",0.802172667558563,1,"137","27",FALSE
"3","smallest","100","cohort","downsampled",0.398355474937155,1,"27","29",FALSE
"4","smallest","50","full","downsampled",0.00200941217173623,0.0180847095456261,"137","36",TRUE
"5","smallest","50","full","cohort",0.00432745645759478,0.0346196516607582,"137","36",TRUE
"6","smallest","50","cohort","downsampled",0.705958299023531,1,"36","36",FALSE
"7","smallest","25","full","downsampled",3.4768096325409e-08,3.82449059579499e-07,"137","40",TRUE
"8","smallest","25","full","cohort",2.68734122103492e-06,2.68734122103492e-05,"137","43",TRUE
"9","smallest","25","cohort","downsampled",0.406911940588593,1,"43","40",FALSE
"10","smallest","10","full","downsampled",3.67601266850117e-14,4.77881646905152e-13,"137","49",TRUE
"11","smallest","10","full","cohort",1.66851126525116e-12,2.00221351830139e-11,"137","42",TRUE
"12","smallest","10","cohort","downsampled",0.380804100809516,1,"42","49",FALSE
"13","smallest","5","full","downsampled",4.12733669842501e-19,5.77827137779501e-18,"137","50",TRUE
"14","smallest","5","full","cohort",5.91385328209531e-20,8.87077992314296e-19,"137","46",TRUE
"15","smallest","5","cohort","downsampled",0.11399159391793,0.79794115742551,"46","50",FALSE
"16","median","100","full","downsampled",0.620888859466773,1,"176","28",FALSE
"17","median","100","full","cohort",0.947479599752049,1,"176","33",FALSE
"18","median","100","cohort","downsampled",0.772220483335599,1,"33","28",FALSE
"19","median","50","full","downsampled",0.0443574891211401,0.310502423847981,"176","38",FALSE
"20","median","50","full","cohort",8.0239565546046e-05,0.000722156089914414,"176","36",TRUE
"21","median","50","cohort","downsampled",0.10244255874724,0.61465535248344,"36","38",FALSE
"22","median","25","full","downsampled",6.49725623840199e-09,7.14698186224219e-08,"176","42",TRUE
"23","median","25","full","cohort",1.36035970850697e-07,1.36035970850697e-06,"176","47",TRUE
"24","median","25","cohort","downsampled",0.392690363654051,1,"47","42",FALSE
"25","median","10","full","downsampled",2.91330753793022e-19,3.78729979930929e-18,"176","50",TRUE
"26","median","10","full","cohort",6.38828343075744e-19,7.66594011690893e-18,"176","43",TRUE
"27","median","10","cohort","downsampled",0.194142767834061,0.970713839170305,"43","50",FALSE
"28","median","5","full","downsampled",4.37179925339154e-25,6.55769888008731e-24,"176","48",TRUE
"29","median","5","full","cohort",4.04773328704454e-23,5.66682660186236e-22,"176","46",TRUE
"30","median","5","cohort","downsampled",0.00537892002564729,0.0430313602051783,"46","48",TRUE
"31","grade","100","full","downsampled",0.534483060475187,1,"54","11",FALSE
"32","grade","100","full","cohort",0.254702530815782,1,"54","12",FALSE
"33","grade","100","cohort","downsampled",0.853477786458386,1,"12","11",FALSE
"34","grade","50","full","downsampled",2.14702947946655e-07,1.71762358357324e-06,"54","31",TRUE
"35","grade","50","full","cohort",2.94385266272843e-10,2.94385266272843e-09,"54","30",TRUE
"36","grade","50","cohort","downsampled",0.0928121783251503,0.556873069950902,"30","31",FALSE
"37","grade","25","full","downsampled",1.40739480029992e-11,1.54813428032991e-10,"54","44",TRUE
"38","grade","25","full","cohort",2.17711055058037e-09,1.95939949552233e-08,"54","43",TRUE
"39","grade","25","cohort","downsampled",0.095264572890282,0.556873069950902,"43","44",FALSE
"40","grade","10","full","downsampled",7.11144221391963e-13,8.53373065670356e-12,"54","48",TRUE
"41","grade","10","full","cohort",1.44604209728866e-16,1.87985472647526e-15,"54","45",TRUE
"42","grade","10","cohort","downsampled",0.336561840827989,1,"45","48",FALSE
"43","grade","5","full","downsampled",1.05284042055888e-16,1.47397658878243e-15,"54","50",TRUE
"44","grade","5","full","cohort",3.76295332715603e-18,5.64442999073404e-17,"54","48",TRUE
"45","grade","5","cohort","downsampled",0.000490568783369179,0.00343398148358425,"48","50",TRUE
"46","for-loop-index","100","full","downsampled",0.467714206594847,1,"125","25",FALSE
"47","for-loop-index","100","full","cohort",0.164632593060587,0.823162965302935,"125","28",FALSE
"48","for-loop-index","100","cohort","downsampled",0.17564469349873,0.823162965302935,"28","25",FALSE
"49","for-loop-index","50","full","downsampled",0.00016855919712432,0.00151703277411888,"125","34",TRUE
"50","for-loop-index","50","full","cohort",0.101552906426245,0.705639211867373,"125","28",FALSE
"51","for-loop-index","50","cohort","downsampled",0.100805601695339,0.705639211867373,"28","34",FALSE
"52","for-loop-index","25","full","downsampled",2.5841288155153e-05,0.00025841288155153,"125","37",TRUE
"53","for-loop-index","25","full","cohort",9.08467129415877e-06,9.99313842357465e-05,"125","28",TRUE
"54","for-loop-index","25","cohort","downsampled",0.740483667084748,1,"28","37",FALSE
"55","for-loop-index","10","full","downsampled",4.63969449506009e-08,5.56763339407211e-07,"125","33",TRUE
"56","for-loop-index","10","full","cohort",3.69920320210864e-10,4.80896416274123e-09,"125","38",TRUE
"57","for-loop-index","10","cohort","downsampled",0.0272597854894769,0.218078283915815,"38","33",FALSE
"58","for-loop-index","5","full","downsampled",4.41058108671056e-14,6.17481352139478e-13,"125","45",TRUE
"59","for-loop-index","5","full","cohort",1.67883405461065e-14,2.51825108191597e-13,"125","34",TRUE
"60","for-loop-index","5","cohort","downsampled",0.549141840010857,1,"34","45",FALSE
